ChargeSheet_ID,FIR_ID,Accused_ID,Crime_Type,Sections,Investigating_Officer,Court,Witness_Count,Evidence_Count,ChargeSheet_Date,Status
CS202501235,FIR202502518,P000577,Dacoity,BNS 310(2),SI Ravi Kumar,Belagavi District & Sessions Court,12,15,2025-09-26,Returned for Correction
CS202501077,FIR202502195,P000706,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Chikkaballapura District & Sessions Court,18,16,2025-09-26,Pending Scrutiny
CS202501117,FIR202502258,P008988,Fraud,BNS 318(4),SI Mahesh Bhat,Bidar District & Sessions Court,6,7,2025-09-26,Returned for Correction
CS202500999,FIR202502035,P003237,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Ballari District & Sessions Court,2,7,2025-09-26,Filed
CS202501178,FIR202502415,P008932,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Bengaluru Urban District & Sessions Court,12,30,2025-09-27,Pending Scrutiny
CS202501453,FIR202502955,P005565,POCSO,"POCSO Act Sec 4, BNS 64",PI Harish Naik,Bagalkote District & Sessions Court,10,26,2025-09-27,Accepted
CS202501209,FIR202502451,P009348,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Bidar District & Sessions Court,16,14,2025-09-27,Returned for Correction
CS202501048,FIR202502119,P002944,Dacoity,BNS 310(2),PI Harish Naik,Ballari District & Sessions Court,18,10,2025-09-27,Filed
CS202501186,FIR202502399,P001016,NDPS,NDPS Act Sec 20(b),SI Divya Hegde,Ballari District & Sessions Court,10,6,2025-09-28,Pending Scrutiny
CS202501172,FIR202502400,P007298,NDPS,NDPS Act Sec 20(b),SI Divya Hegde,Ballari District & Sessions Court,15,26,2025-09-28,Pending Scrutiny
CS202501374,FIR202502796,P003958,Dacoity,BNS 310(2),PI Suresh Kulkarni,Belagavi District & Sessions Court,7,5,2025-09-29,Returned for Correction
CS202501134,FIR202502317,P007854,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Belagavi District & Sessions Court,5,22,2025-09-29,Accepted
CS202501277,FIR202502591,P006832,NDPS,NDPS Act Sec 20(b),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,2,6,2025-09-29,Pending Scrutiny
CS202501201,FIR202502458,P007274,Fraud,BNS 318(4),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,13,18,2025-09-29,Filed
CS202501285,FIR202502594,P008385,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Bengaluru Urban District & Sessions Court,3,10,2025-09-29,Filed
CS202501310,FIR202502652,P007772,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Divya Hegde,Ballari District & Sessions Court,9,7,2025-09-29,Filed
CS202501229,FIR202502499,P002260,Dacoity,BNS 310(2),SI Ravi Kumar,Chikkaballapura District & Sessions Court,8,9,2025-09-30,Pending Scrutiny
CS202501160,FIR202502379,P008335,Burglary,"BNS 331(3), BNS 331(4)",SI Mahesh Bhat,Bidar District & Sessions Court,11,3,2025-09-30,Returned for Correction
CS202501225,FIR202502498,P006112,Dacoity,BNS 310(2),PI Naveen Patil,Chamarajanagar District & Sessions Court,17,18,2025-09-30,Filed
CS202501197,FIR202502447,P002906,Fraud,BNS 318(4),SI Divya Hegde,Chamarajanagar District & Sessions Court,16,9,2025-09-30,Filed
CS202501062,FIR202502170,P004958,Murder,BNS 103(1),SI Ganesh Rao,Bagalkote District & Sessions Court,7,3,2025-09-30,Pending Scrutiny
CS202501425,FIR202502900,P007718,Dacoity,BNS 310(2),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,11,26,2025-09-30,Returned for Correction
CS202501065,FIR202502174,P008248,Murder,BNS 103(1),SI Prakash Sharma,Bengaluru Rural District & Sessions Court,12,22,2025-09-30,Accepted
CS202501255,FIR202502561,P002083,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Chamarajanagar District & Sessions Court,3,6,2025-09-30,Filed
CS202501317,FIR202502672,P004708,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Ballari District & Sessions Court,11,8,2025-09-30,Returned for Correction
CS202501155,FIR202502356,P004705,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Chamarajanagar District & Sessions Court,14,9,2025-09-30,Accepted
CS202501261,FIR202502573,P003750,POCSO,"POCSO Act Sec 4, BNS 64",PI Naveen Patil,Ballari District & Sessions Court,3,13,2025-09-30,Returned for Correction
CS202501011,FIR202502075,P005794,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,16,7,2025-09-30,Pending Scrutiny
CS202501228,FIR202502468,P008473,Fraud,BNS 318(4),PI Naveen Patil,Ballari District & Sessions Court,8,16,2025-10-01,Accepted
CS202501212,FIR202502463,P006988,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Bagalkote District & Sessions Court,15,14,2025-10-01,Pending Scrutiny
CS202501352,FIR202502735,P004344,Murder,BNS 103(1),PI Suresh Kulkarni,Ballari District & Sessions Court,6,22,2025-10-01,Pending Scrutiny
CS202501347,FIR202502721,P001031,Burglary,"BNS 331(3), BNS 331(4)",PI Chetan Kumar,Bengaluru Rural District & Sessions Court,9,28,2025-10-01,Accepted
CS202501089,FIR202502224,P000672,Dacoity,BNS 310(2),PI Harish Naik,Ballari District & Sessions Court,8,25,2025-10-01,Pending Scrutiny
CS202501290,FIR202502632,P009629,NDPS,NDPS Act Sec 20(b),SI Divya Hegde,Chamarajanagar District & Sessions Court,11,17,2025-10-02,Accepted
CS202501067,FIR202502163,P009772,Murder,BNS 103(1),SI Mahesh Bhat,Ballari District & Sessions Court,8,13,2025-10-02,Pending Scrutiny
CS202501375,FIR202502801,P003872,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Chamarajanagar District & Sessions Court,10,18,2025-10-02,Filed
CS202501221,FIR202502430,P007202,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Chikkaballapura District & Sessions Court,2,21,2025-10-02,Accepted
CS202501211,FIR202502478,P003802,Fraud,BNS 318(4),SI Ravi Kumar,Chamarajanagar District & Sessions Court,14,13,2025-10-02,Accepted
CS202501207,FIR202502422,P009643,Fraud,BNS 318(4),SI Ravi Kumar,Belagavi District & Sessions Court,5,17,2025-10-02,Accepted
CS202501226,FIR202502485,P000013,Fraud,BNS 318(4),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,13,12,2025-10-02,Accepted
CS202501183,FIR202502429,P009785,Fraud,BNS 318(4),PI Naveen Patil,Chikkaballapura District & Sessions Court,2,7,2025-10-02,Returned for Correction
CS202501219,FIR202502460,P002811,Fraud,BNS 318(4),PI Harish Naik,Bengaluru Urban District & Sessions Court,2,13,2025-10-02,Accepted
CS202501242,FIR202502514,P007255,Murder,BNS 103(1),SI Ganesh Rao,Bengaluru Rural District & Sessions Court,10,25,2025-10-03,Accepted
CS202501363,FIR202502745,P005853,Murder,BNS 103(1),SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,16,24,2025-10-03,Pending Scrutiny
CS202501230,FIR202502489,P007147,Dacoity,BNS 310(2),PI Ramesh Gowda,Belagavi District & Sessions Court,2,10,2025-10-03,Filed
CS202501092,FIR202502229,P009648,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Ballari District & Sessions Court,11,25,2025-10-03,Filed
CS202501371,FIR202502779,P009687,POCSO,"POCSO Act Sec 4, BNS 64",PI Naveen Patil,Bengaluru Rural District & Sessions Court,10,17,2025-10-04,Pending Scrutiny
CS202501356,FIR202502757,P003621,Murder,BNS 103(1),PI Harish Naik,Ballari District & Sessions Court,16,18,2025-10-04,Accepted
CS202501128,FIR202502306,P000690,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Bengaluru Urban District & Sessions Court,16,16,2025-10-04,Accepted
CS202501243,FIR202502529,P005389,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,8,8,2025-10-04,Filed
CS202501413,FIR202502886,P001004,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bengaluru Rural District & Sessions Court,5,8,2025-10-04,Returned for Correction
CS202501250,FIR202502545,P001755,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Bengaluru Urban District & Sessions Court,12,30,2025-10-04,Returned for Correction
CS202501351,FIR202502734,P007857,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,11,6,2025-10-04,Pending Scrutiny
CS202501315,FIR202502675,P005873,Murder,BNS 103(1),SI Divya Hegde,Belagavi District & Sessions Court,15,14,2025-10-04,Returned for Correction
CS202501156,FIR202502377,P007484,Fraud,BNS 318(4),PI Harish Naik,Ballari District & Sessions Court,17,5,2025-10-05,Returned for Correction
CS202501188,FIR202502338,P003957,Fraud,BNS 318(4),PI Naveen Patil,Ballari District & Sessions Court,15,5,2025-10-05,Filed
CS202501143,FIR202502287,P007959,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Ballari District & Sessions Court,16,11,2025-10-05,Accepted
CS202501027,FIR202502072,P002988,Murder,BNS 103(1),PI Chetan Kumar,Ballari District & Sessions Court,14,20,2025-10-05,Pending Scrutiny
CS202501362,FIR202502773,P005850,Fraud,BNS 318(4),SI Ganesh Rao,Belagavi District & Sessions Court,8,11,2025-10-06,Returned for Correction
CS202501291,FIR202502636,P008937,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bidar District & Sessions Court,12,30,2025-10-06,Returned for Correction
CS202501152,FIR202502343,P009444,Murder,BNS 103(1),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,16,12,2025-10-06,Returned for Correction
CS202501336,FIR202502706,P003008,Fraud,BNS 318(4),PI Naveen Patil,Bengaluru Urban District & Sessions Court,13,25,2025-10-06,Accepted
CS202501082,FIR202502208,P004157,Burglary,"BNS 331(3), BNS 331(4)",SI Divya Hegde,Belagavi District & Sessions Court,11,18,2025-10-06,Pending Scrutiny
CS202501378,FIR202502815,P007925,Vehicle Theft,BNS 303(2),PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,12,18,2025-10-06,Pending Scrutiny
CS202501159,FIR202502362,P007835,Dacoity,BNS 310(2),PI Chetan Kumar,Ballari District & Sessions Court,12,29,2025-10-06,Pending Scrutiny
CS202501234,FIR202502504,P003552,Murder,BNS 103(1),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,17,29,2025-10-07,Filed
CS202501204,FIR202502443,P002851,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Belagavi District & Sessions Court,13,13,2025-10-07,Returned for Correction
CS202501454,FIR202502961,P004105,Fraud,BNS 318(4),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,17,21,2025-10-07,Filed
CS202501313,FIR202502656,P007564,POCSO,"POCSO Act Sec 4, BNS 64",PI Ramesh Gowda,Ballari District & Sessions Court,15,28,2025-10-07,Filed
CS202501196,FIR202502456,P002363,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Belagavi District & Sessions Court,17,23,2025-10-07,Returned for Correction
CS202501130,FIR202502315,P006628,Murder,BNS 103(1),PI Lakshmi Devi,Ballari District & Sessions Court,4,26,2025-10-07,Returned for Correction
CS202501334,FIR202502707,P007020,Murder,BNS 103(1),SI Mahesh Bhat,Bidar District & Sessions Court,12,21,2025-10-07,Accepted
CS202501330,FIR202502700,P006860,Vehicle Theft,BNS 303(2),SI Ganesh Rao,Chamarajanagar District & Sessions Court,15,15,2025-10-07,Filed
CS202501345,FIR202502711,P000121,Vehicle Theft,BNS 303(2),PI Naveen Patil,Belagavi District & Sessions Court,10,11,2025-10-07,Filed
CS202501167,FIR202502385,P008824,POCSO,"POCSO Act Sec 4, BNS 64",SI Prakash Sharma,Ballari District & Sessions Court,11,22,2025-10-07,Accepted
CS202501302,FIR202502620,P004688,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Chamarajanagar District & Sessions Court,16,9,2025-10-07,Filed
CS202501205,FIR202502461,P006462,Murder,BNS 103(1),PI Chetan Kumar,Bidar District & Sessions Court,6,21,2025-10-08,Accepted
CS202501295,FIR202502628,P005262,Vehicle Theft,BNS 303(2),SI Ganesh Rao,Belagavi District & Sessions Court,11,11,2025-10-08,Filed
CS202501520,FIR202503088,P006109,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Bagalkote District & Sessions Court,15,26,2025-10-08,Pending Scrutiny
CS202501140,FIR202502331,P007816,Dacoity,BNS 310(2),PI Lakshmi Devi,Ballari District & Sessions Court,4,27,2025-10-08,Filed
CS202501389,FIR202502830,P009091,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Ballari District & Sessions Court,11,3,2025-10-08,Filed
CS202501259,FIR202502565,P001282,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Belagavi District & Sessions Court,8,8,2025-10-08,Returned for Correction
CS202501279,FIR202502607,P001117,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,6,14,2025-10-08,Pending Scrutiny
CS202501239,FIR202502523,P008062,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Bengaluru Rural District & Sessions Court,18,12,2025-10-08,Returned for Correction
CS202501364,FIR202502778,P005221,Theft,BNS 303(2),SI Ravi Kumar,Chamarajanagar District & Sessions Court,9,19,2025-10-08,Pending Scrutiny
CS202501268,FIR202502583,P000096,Burglary,"BNS 331(3), BNS 331(4)",SI Mahesh Bhat,Bidar District & Sessions Court,17,20,2025-10-08,Filed
CS202501224,FIR202502477,P003716,Murder,BNS 103(1),PI Lakshmi Devi,Ballari District & Sessions Court,18,24,2025-10-08,Accepted
CS202501486,FIR202503017,P006856,Murder,BNS 103(1),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,12,26,2025-10-09,Pending Scrutiny
CS202501278,FIR202502600,P003932,Fraud,BNS 318(4),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,13,21,2025-10-09,Accepted
CS202501322,FIR202502641,P000019,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Bengaluru Urban District & Sessions Court,11,18,2025-10-09,Pending Scrutiny
CS202501075,FIR202502177,P008008,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Bidar District & Sessions Court,18,7,2025-10-10,Returned for Correction
CS202501292,FIR202502629,P007125,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Ballari District & Sessions Court,8,11,2025-10-10,Pending Scrutiny
CS202501190,FIR202502423,P001853,Fraud,BNS 318(4),SI Ravi Kumar,Ballari District & Sessions Court,7,16,2025-10-10,Filed
CS202501114,FIR202502277,P008029,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Ballari District & Sessions Court,4,29,2025-10-10,Returned for Correction
CS202501181,FIR202502427,P001933,Murder,BNS 103(1),SI Prakash Sharma,Chikkaballapura District & Sessions Court,9,5,2025-10-11,Returned for Correction
CS202501343,FIR202502680,P006836,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Belagavi District & Sessions Court,5,17,2025-10-11,Filed
CS202501314,FIR202502674,P007694,Fraud,BNS 318(4),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,16,20,2025-10-11,Filed
CS202501551,FIR202503166,P004927,Fraud,BNS 318(4),PI Harish Naik,Bengaluru Urban District & Sessions Court,7,28,2025-10-12,Accepted
CS202501419,FIR202502898,P009588,Dacoity,BNS 310(2),SI Ganesh Rao,Bengaluru Rural District & Sessions Court,16,18,2025-10-12,Filed
CS202501435,FIR202502912,P003750,Robbery,BNS 309(4),SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,15,22,2025-10-12,Pending Scrutiny
CS202501046,FIR202502151,P004669,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Ballari District & Sessions Court,9,4,2025-10-12,Pending Scrutiny
CS202501433,FIR202502932,P004174,Burglary,"BNS 331(3), BNS 331(4)",SI Mahesh Bhat,Belagavi District & Sessions Court,15,4,2025-10-12,Accepted
CS202501104,FIR202502255,P005251,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,9,13,2025-10-12,Returned for Correction
CS202501213,FIR202502426,P001472,NDPS,NDPS Act Sec 20(b),SI Mahesh Bhat,Ballari District & Sessions Court,18,11,2025-10-12,Pending Scrutiny
CS202501300,FIR202502638,P008245,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Ballari District & Sessions Court,16,26,2025-10-12,Accepted
CS202501244,FIR202502510,P006776,Theft,BNS 303(2),PI Chetan Kumar,Ballari District & Sessions Court,8,19,2025-10-12,Returned for Correction
CS202501367,FIR202502785,P003503,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,9,21,2025-10-13,Filed
CS202501372,FIR202502787,P007866,Murder,BNS 103(1),SI Ganesh Rao,Chamarajanagar District & Sessions Court,3,18,2025-10-13,Pending Scrutiny
CS202501149,FIR202502336,P008994,Fraud,BNS 318(4),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,4,25,2025-10-13,Accepted
CS202501488,FIR202502974,P002461,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Bengaluru Urban District & Sessions Court,6,27,2025-10-13,Returned for Correction
CS202501476,FIR202502937,P007409,Robbery,BNS 309(4),PI Naveen Patil,Bengaluru Rural District & Sessions Court,10,26,2025-10-13,Returned for Correction
CS202501480,FIR202503018,P003699,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Chamarajanagar District & Sessions Court,7,19,2025-10-13,Filed
CS202501410,FIR202502828,P000993,NDPS,NDPS Act Sec 20(b),PI Suresh Kulkarni,Belagavi District & Sessions Court,18,27,2025-10-13,Accepted
CS202501158,FIR202502378,P006558,Robbery,BNS 309(4),PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,18,7,2025-10-14,Pending Scrutiny
CS202501444,FIR202502915,P002923,Dacoity,BNS 310(2),SI Divya Hegde,Ballari District & Sessions Court,3,3,2025-10-14,Filed
CS202501422,FIR202502903,P009330,Theft,BNS 303(2),SI Ravi Kumar,Ballari District & Sessions Court,6,22,2025-10-14,Filed
CS202501426,FIR202502901,P008233,Dacoity,BNS 310(2),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,11,28,2025-10-14,Returned for Correction
CS202501274,FIR202502579,P007854,Theft,BNS 303(2),PI Chetan Kumar,Ballari District & Sessions Court,16,28,2025-10-14,Pending Scrutiny
CS202501296,FIR202502637,P009696,Robbery,BNS 309(4),PI Ramesh Gowda,Bagalkote District & Sessions Court,15,25,2025-10-14,Pending Scrutiny
CS202501301,FIR202502653,P005995,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Chikkaballapura District & Sessions Court,10,17,2025-10-15,Returned for Correction
CS202501189,FIR202502419,P004127,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Belagavi District & Sessions Court,13,7,2025-10-15,Pending Scrutiny
CS202501550,FIR202503168,P004082,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,8,22,2025-10-15,Returned for Correction
CS202501223,FIR202502494,P002104,Robbery,BNS 309(4),PI Chetan Kumar,Belagavi District & Sessions Court,14,5,2025-10-15,Pending Scrutiny
CS202501153,FIR202502278,P004824,Dacoity,BNS 310(2),PI Lakshmi Devi,Bidar District & Sessions Court,4,30,2025-10-15,Accepted
CS202501361,FIR202502772,P009075,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,5,11,2025-10-16,Returned for Correction
CS202501490,FIR202502965,P006945,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Bengaluru Urban District & Sessions Court,16,24,2025-10-16,Pending Scrutiny
CS202501323,FIR202502644,P002277,NDPS,NDPS Act Sec 20(b),SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,8,23,2025-10-16,Filed
CS202501393,FIR202502790,P004237,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Belagavi District & Sessions Court,11,26,2025-10-17,Accepted
CS202501394,FIR202502802,P008819,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,2,29,2025-10-17,Accepted
CS202501249,FIR202502544,P009405,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Belagavi District & Sessions Court,9,13,2025-10-17,Pending Scrutiny
CS202501331,FIR202502666,P008258,Fraud,BNS 318(4),PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,15,23,2025-10-17,Returned for Correction
CS202501102,FIR202502231,P000175,Murder,BNS 103(1),PI Chetan Kumar,Bidar District & Sessions Court,3,6,2025-10-17,Returned for Correction
CS202501135,FIR202502323,P001393,Burglary,"BNS 331(3), BNS 331(4)",PI Ramesh Gowda,Belagavi District & Sessions Court,15,28,2025-10-17,Pending Scrutiny
CS202501385,FIR202502831,P009966,Murder,BNS 103(1),PI Suresh Kulkarni,Bagalkote District & Sessions Court,12,11,2025-10-17,Accepted
CS202501298,FIR202502639,P007442,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Ballari District & Sessions Court,6,14,2025-10-18,Filed
CS202501512,FIR202503087,P009728,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Chamarajanagar District & Sessions Court,8,6,2025-10-18,Filed
CS202501359,FIR202502726,P000045,Theft,BNS 303(2),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,6,17,2025-10-18,Accepted
CS202501386,FIR202502821,P007325,Dacoity,BNS 310(2),PI Suresh Kulkarni,Bidar District & Sessions Court,18,10,2025-10-19,Returned for Correction
CS202501327,FIR202502691,P007875,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Bengaluru Urban District & Sessions Court,9,11,2025-10-19,Accepted
CS202501566,FIR202503189,P002314,Burglary,"BNS 331(3), BNS 331(4)",SI Divya Hegde,Bengaluru Rural District & Sessions Court,5,4,2025-10-19,Filed
CS202501404,FIR202502865,P001433,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Bagalkote District & Sessions Court,2,15,2025-10-19,Filed
CS202501339,FIR202502697,P001588,Theft,BNS 303(2),SI Ravi Kumar,Bidar District & Sessions Court,4,17,2025-10-19,Pending Scrutiny
